,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of UREA fertilizer used, if both DAP and UREA are used","Quantity of DAP fertilizer used, if both DAP and UREA are used",Quantity of OTHER fertilizer used,Quantity of UREA IF both UREA and NPS are used,Quantity of NPS IF both UREA and NPS are used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
19304,50.0,3.0,2.0,2.0,25.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,100.0,6.0,1.0,0.0,41.0,647.74,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,74251.0,0.074251,742.51,1326.49257833109,672.81,3.0,34500.0,0.345,34.5,0.0
19469,50.0,3.0,2.0,3.0,24.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,9.0,1.0,0.0,175.0,658.21,34.0,0.0,0.0,6.8,2.25,0.0,0.0,0.0,0.9,125409.0,0.125409,1254.09,1136.36,1136.36,1.0,224251.0,2.24251,224.251,9.05
19543,50.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,6.0,1.0,0.0,113.0,555.68,15.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.23,56706.0,0.056706,567.06,513.83,513.83,3.0,91020.0,0.9102,91.02,4.5
19557,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,90.0,2.0,1.0,0.0,2.0,236.95,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,73197.0,0.073197,731.97,663.26,663.26,0.25,263837.0,2.63837,263.837,0.0
19565,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,12.0,236.95,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,108122.0,0.108122,1081.22,979.72,979.72,0.25,389723.0,3.89723,389.723,0.0
19569,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,2.0,1.0,0.0,17.0,236.95,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,133210.0,0.13321,1332.1,1207.05,1207.05,0.5,480153.0,4.80153,480.153,0.0
19576,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,75.0,6.0,1.0,0.0,28.0,236.95,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,20636.0,0.020636,206.36,186.99,186.99,1.0,74382.0,0.74382,74.382,0.0
19577,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,28.0,236.95,3.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1.03,115422.0,0.115422,1154.22,1045.87,1045.87,0.5,416036.0,4.16036,416.036,14.0
19581,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,43.0,236.95,23.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.53,100940.0,0.10094,1009.4,914.64,914.64,0.25,363836.0,3.63836,363.836,20.0
19584,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,90.0,6.0,1.0,0.0,48.0,236.95,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,24884.0,0.024884,248.84,225.48,225.48,2.0,89694.0,0.89694,89.694,0.0
19586,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,48.0,236.95,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,63634.0,0.063634,636.34,576.6,576.6,0.25,229367.0,2.29367,229.367,0.0
19588,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,58.0,236.95,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,103416.0,0.103416,1034.16,937.68,937.08,0.25,372761.0,3.72761,372.761,0.0
19593,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,63.0,236.95,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,165796.0,0.165796,1657.96,1502.32,1502.32,0.5,597609.0,5.97609,597.609,0.0
19600,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,6.0,1.0,0.0,73.0,236.95,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,24832.0,0.024832,248.32,225.01,225.01,2.0,89507.0,0.89507,89.507,0.0
19605,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,78.0,236.95,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,64659.0,0.064659,646.59,585.89,585.89,0.25,233062.0,2.33062,233.062,0.0
19608,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,78.0,236.95,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,131772.0,0.131772,1317.72,1194.02,1194.02,0.25,474969.0,4.74969,474.969,0.0
19613,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,6.0,1.0,0.0,88.0,236.95,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,36049.0,0.036049,360.49,326.65,326.65,4.0,129937.0,1.29937,129.937,0.0
19618,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,25.0,6.0,1.0,0.0,93.0,236.95,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,7748.0,0.007748,77.48,70.21,70.21,2.0,27928.0,0.27928,27.928,0.0
19620,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,6.0,1.0,0.0,93.0,236.95,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,35643.0,0.035643,356.43,322.97,322.97,3.0,128474.0,1.28474,128.474,0.0
19624,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,103.0,236.95,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,76721.0,0.076721,767.21,695.19,695.19,0.25,276540.0,2.7654,276.54,0.0
19627,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,108.0,236.95,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,119349.0,0.119349,1193.49,1081.45,1081.45,0.5,430190.0,4.3019,430.19,0.0
19629,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,6.0,1.0,0.0,108.0,236.95,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,54396.0,0.054396,543.96,492.9,492.9,3.0,196070.0,1.9607,196.07,0.0
19638,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,25.0,6.0,1.0,0.0,123.0,236.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,5581.0,0.005581,55.81,50.57,50.57,2.0,20116.0,0.20116,20.116,0.0
19641,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,6.0,1.0,0.0,123.0,236.95,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,62828.0,0.062828,628.28,569.35,569.3,6.0,226463.0,2.26463,226.463,0.0
19645,50.0,3.0,2.0,4.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,133.0,236.95,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,138461.0,0.138461,1384.61,1054.63,1054.63,0.25,499080.0,4.9908,499.08,0.0
19655,50.0,3.0,2.0,4.0,9.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,149.0,236.95,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,77143.0,0.077143,771.43,699.01,699.01,0.25,278060.0,2.7806,278.06,0.0
19667,50.0,3.0,2.0,4.0,16.0,7.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,100.0,5.0,1.0,0.0,19.0,630.22,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,101660.0,0.10166,1016.6,921.87,921.17,0.25,181784.0,1.81784,181.784,0.0
19674,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,100.0,5.0,1.0,0.0,43.0,630.22,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,115897.0,0.115897,1158.97,1050.17,1050.17,0.33,207242.0,2.07242,207.242,0.0
19682,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,100.0,5.0,1.0,0.0,74.0,630.22,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,89109.0,0.089109,891.09,807.44,807.44,0.25,159341.0,1.59341,159.341,0.0
19688,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,100.0,5.0,1.0,0.0,80.0,630.22,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,51226.0,0.051226,512.26,464.17,464.17,0.1,91600.0,0.916,91.6,0.0
19696,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,100.0,5.0,1.0,0.0,98.0,630.22,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,106527.0,0.106527,1065.27,969.5,965.27,0.33,190487.0,1.90487,190.487,0.0
19699,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,98.0,630.22,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,117344.0,0.117344,1173.44,1063.28,1063.28,1.0,209830.0,2.0983,209.83,0.0
19700,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,100.0,5.0,1.0,0.0,98.0,630.22,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,192317.0,0.192317,1923.17,1742.63,1742.63,0.75,343894.0,3.43894,343.894,0.0
19701,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,98.0,630.22,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,279219.0,0.279219,2792.19,253.07,253.07,1.0,499288.0,4.99288,499.288,0.0
19713,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,100.0,1.0,1.0,0.0,116.0,630.22,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,208649.0,0.208649,2086.49,1890.62,1890.62,0.75,373097.0,3.73097,373.097,0.0
19721,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,135.0,630.22,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,130988.0,0.130988,1309.88,1186.92,1186.92,0.5,234228.0,2.34228,234.228,0.0
19722,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,135.0,630.22,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,83692.0,0.083692,836.92,758.35,758.35,0.33,149655.0,1.49655,149.655,0.0
19724,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,5.0,1.0,0.0,147.0,630.22,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,38825.0,0.038825,388.25,351.5,351.8,0.1,69426.0,0.69426,69.426,0.0
19727,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,100.0,5.0,1.0,0.0,147.0,630.22,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,100882.0,0.100882,1008.82,914.12,914.12,0.33,180393.0,1.80393,180.393,0.0
19729,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,147.0,630.22,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,184260.0,0.18426,1842.6,1669.63,1669.63,0.75,329486.0,3.29486,329.486,0.0
19732,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,153.0,630.22,9999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,185651.0,0.185651,1856.51,1682.23,1682.23,0.5,331974.0,3.31974,331.974,0.0
19733,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,100.0,5.0,1.0,0.0,153.0,630.22,9999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,54366.0,0.054366,543.66,492.62,492.62,0.2,97215.0,0.97215,97.215,0.0
19735,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,153.0,630.22,9999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,38530.0,0.03853,385.3,349.13,349.13,0.1,68898.0,0.68898,68.898,0.0
19741,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,100.0,5.0,1.0,0.0,171.0,630.22,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,38401.0,0.038401,384.01,347.96,347.96,0.1,68667.0,0.68667,68.667,0.0
19744,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,171.0,630.22,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,350688.0,0.350688,3506.88,3177.67,3177.67,1.25,627087.0,6.27087,627.087,0.0
19745,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,100.0,5.0,1.0,0.0,171.0,630.22,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,36623.0,0.036623,366.23,331.85,331.85,0.1,65487.0,0.65487,65.487,0.0
19749,50.0,3.0,2.0,4.0,16.0,7.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,100.0,5.0,1.0,0.0,183.0,630.22,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,255177.0,0.255177,2551.77,2312.22,2312.22,1.0,456298.0,4.56298,456.298,0.0
19754,50.0,3.0,2.0,4.0,26.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,1.0,540.85,48.5,0.0,0.0,12.5,18.5,0.0,0.0,0.0,0.95,193047.0,0.193047,1930.47,1749.25,1749.25,0.75,815431.0,8.15431,815.431,31.0
19755,50.0,3.0,2.0,4.0,26.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,1.0,540.85,23.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.37,84919.0,0.084919,849.19,769.47,769.47,0.2,358698.0,3.58698,358.698,9.0
19758,50.0,3.0,2.0,4.0,26.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,11.0,540.85,50.0,0.0,0.0,5.6,15.6,0.0,0.0,0.0,0.74,137121.0,0.137121,1371.21,1242.49,1242.49,0.5,579199.0,5.79199,579.199,21.2
19760,50.0,3.0,2.0,4.0,26.0,4.0,2.0,1.0,1.0,11.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,95.0,6.0,1.0,0.0,11.0,540.85,13.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.86,38774.0,0.038774,387.74,351.34,351.34,1.25,163781.0,1.63781,163.781,4.5
19763,50.0,3.0,2.0,4.0,26.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,6.0,1.0,0.0,11.0,540.85,10.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.95,44072.0,0.044072,440.72,399.35,399.35,2.0,186160.0,1.8616,186.16,6.5
19764,50.0,3.0,2.0,4.0,26.0,4.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,6.0,1.0,0.0,11.0,540.85,15.0,0.0,4.48,0.0,0.0,0.0,0.0,0.0,0.79,43111.0,0.043111,431.11,390.64,390.64,1.5,182101.0,1.82101,182.101,4.48
19767,50.0,3.0,2.0,4.0,26.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,6.0,1.0,0.0,16.0,540.85,7.0,0.0,0.0,1.4,1.4,0.0,0.0,0.0,1.95,26266.0,0.026266,262.66,238.0,238.0,1.0,110948.0,1.10948,110.948,2.8
19769,50.0,3.0,2.0,4.0,26.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,16.0,540.85,22.8,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.92,87598.0,0.087598,875.98,793.75,793.75,0.25,370014.0,3.70014,370.014,12.5
19771,50.0,3.0,2.0,4.0,26.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,1.0,1.0,0.0,26.0,540.85,45.5,0.0,0.0,9.5,9.5,0.0,0.0,0.0,0.82,158386.0,0.158386,1583.86,1435.18,1435.18,0.6,669022.0,6.69022,669.022,19.0
19774,50.0,3.0,2.0,4.0,26.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,26.0,540.85,32.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.83,109606.0,0.109606,1096.06,993.17,993.17,0.4,462976.0,4.62976,462.976,10.0
19776,50.0,3.0,2.0,4.0,26.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,31.0,540.85,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,83753.0,0.083753,837.53,758.91,758.91,0.2,353773.0,3.53773,353.773,0.0
19780,50.0,3.0,2.0,4.0,26.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,41.0,540.85,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,195385.0,0.195385,1953.85,1770.43,1770.43,0.75,825306.0,8.25306,825.306,0.0
19782,50.0,3.0,2.0,4.0,26.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,41.0,540.85,29.0,7.92,0.0,0.0,0.0,0.0,0.0,0.0,2.1,171725.0,0.171725,1717.25,1556.04,1556.04,0.75,725366.0,7.25366,725.366,7.92
19785,50.0,3.0,2.0,4.0,26.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,46.0,540.85,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,93583.0,0.093583,935.83,847.98,847.98,0.33,395295.0,3.95295,395.295,0.0
19791,50.0,3.0,2.0,4.0,26.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,56.0,540.85,29.0,0.0,0.0,5.4,5.4,0.0,0.0,0.0,1.24,91848.0,0.091848,918.48,832.26,832.26,0.25,387966.0,3.87966,387.966,10.8
19795,50.0,3.0,2.0,4.0,26.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,61.0,540.85,39.6,0.0,0.0,12.5,12.5,0.0,0.0,0.0,1.82,199308.0,0.199308,1993.08,1805.98,1805.98,0.75,841877.0,8.41877,841.877,25.0
