,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,How were seeds planted/ sowed?,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of BLENDED fertilizer used,Area in Square meter,Respondent local area,Production Of Condition in Kg,Fertilizer Quantity
12952,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,16.0,249.83,15.0,5.0,0.0,15.0,0.0,792.82,0.5,248.479,20.0
12953,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,16.0,249.83,16.0,4.0,0.0,8.0,0.0,815.1,0.25,255.462,12.0
12956,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,3.0,0.0,21.0,249.83,10.0,0.0,0.0,0.0,0.0,271.03,2.0,84.943,0.0
12957,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,21.0,249.83,1.005,0.0,0.0,0.0,0.0,150.26,0.25,47.094,0.0
12958,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,21.0,249.83,16.0,0.0,0.0,0.0,0.0,851.47,0.25,266.86,0.0
12959,50.0,3.0,1.0,2.0,18.0,6.0,2.0,1.0,3.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,27.0,249.83,25.0,15.0,0.0,25.0,0.0,872.77,0.5,273.536,40.0
12960,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,32.0,249.83,40.0,8.0,0.0,17.0,0.0,1160.89,1.0,363.835,25.0
12963,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,38.0,249.83,36.0,15.0,0.0,25.0,0.0,1477.79,1.0,463.155,40.0
12965,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,43.0,249.83,70.0,15.0,0.0,30.0,0.0,2716.76,2.0,851.463,45.0
12966,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,3.0,0.0,48.0,249.83,2.0,0.0,0.0,0.0,0.0,504.14,1.0,158.003,0.0
12969,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,1.0,2.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,55.0,249.83,10.0,15.0,0.0,35.0,0.0,1462.63,1.0,458.405,50.0
12971,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,3.0,0.0,60.0,249.83,5.0,0.0,0.0,0.0,0.0,457.01,2.0,143.232,0.0
12974,50.0,3.0,1.0,2.0,18.0,6.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,65.0,249.83,26.0,6.0,0.0,15.0,0.0,938.54,1.0,294.149,21.0
12975,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,100.0,2.0,0.0,70.0,249.83,10.0,0.0,0.0,5.0,0.0,934.98,0.25,293.032,5.0
12976,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,70.0,249.83,35.0,22.0,0.0,45.0,0.0,1273.75,1.0,399.207,67.0
12978,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,1.0,5.0,1.0,8.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,75.0,249.83,23.0,15.0,0.0,25.0,0.0,1596.08,0.5,500.229,40.0
12980,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,75.0,249.83,66.0,10.0,0.0,30.0,0.0,3465.34,3.0,1086.076,40.0
12982,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,85.0,249.83,35.0,10.0,0.0,30.0,0.0,1584.52,1.0,496.606,40.0
12984,50.0,3.0,1.0,2.0,18.0,6.0,2.0,1.0,1.0,3.0,1.0,8.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,90.0,249.83,30.0,15.0,0.0,25.0,0.0,970.28,1.0,304.096,40.0
12987,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,96.0,249.83,13.5,10.0,0.0,30.0,0.0,989.0,0.25,309.964,40.0
12990,50.0,3.0,1.0,2.0,18.0,6.0,2.0,1.0,3.0,3.0,1.0,8.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,101.0,249.83,18.0,25.0,0.0,50.0,0.0,2390.07,1.5,749.075,75.0
12992,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,106.0,249.83,20.0,10.0,0.0,15.0,0.0,970.84,1.0,304.271,25.0
12994,50.0,3.0,1.0,2.0,18.0,6.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,106.0,249.83,32.0,15.0,0.0,20.0,0.0,1547.54,1.0,485.017,35.0
13004,50.0,3.0,1.0,3.0,2.0,9.0,1.0,1.0,8.0,1.0,1.0,8.0,2.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,6.0,1.0,2.0,100.0,1.0,0.0,53.0,148.45,5.0,0.0,0.0,0.0,2.0,183.67,0.06,54.348,2.0
13011,50.0,3.0,1.0,3.0,2.0,9.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,92.0,148.45,18.0,25.0,0.0,0.0,20.0,530.31,0.25,156.919,45.0
13020,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,2.0,277.41,17.0,6.5,0.0,10.0,0.0,767.68,0.25,329.313,16.5
13024,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,7.0,1.0,2.0,100.0,1.0,0.0,8.0,277.41,30.0,12.0,0.0,0.0,25.0,2310.68,0.5,991.214,37.0
13025,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,8.0,277.41,4.0,0.5,0.0,0.0,2.0,473.06,0.06,202.929,2.5
13026,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,3.0,1.0,1.0,8.0,4.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,8.0,277.41,15.0,2.0,0.0,0.0,5.0,1760.57,0.25,755.233,7.0
13029,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,8.0,277.41,30.0,4.0,0.0,0.0,13.0,2663.96,0.25,1142.76,17.0
13032,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,14.0,277.41,30.0,0.0,0.0,0.0,0.0,1923.56,1.0,825.15,0.0
13036,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,8.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,7.0,1.0,2.0,100.0,1.0,0.0,20.0,277.41,9.0,2.0,0.0,0.0,4.0,2522.54,0.06,1082.095,6.0
13037,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,7.0,1.0,2.0,100.0,1.0,0.0,20.0,277.41,9.0,2.0,0.0,0.0,4.0,133.5,0.06,57.268,6.0
13039,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,8.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,20.0,277.41,12.0,2.5,0.0,0.0,5.0,2519.6,0.06,1080.834,7.5
13041,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,100.0,2.0,0.0,26.0,277.41,1.5,0.0,0.0,0.0,0.0,349.81,0.13,150.057,0.0
13042,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,26.0,277.41,1.5,0.0,0.0,0.0,0.0,312.69,0.13,134.135,0.0
13043,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,100.0,2.0,0.0,26.0,277.41,15.0,0.0,0.0,10.0,0.0,1292.0,0.25,554.23,10.0
13044,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,6.0,100.0,2.0,0.0,26.0,277.41,20.0,0.0,0.0,15.0,0.0,1615.18,0.25,692.864,15.0
13046,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,3.0,1.0,1.0,8.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,33.0,277.41,10.0,0.0,0.0,0.0,0.0,412.63,0.13,177.005,0.0
13051,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,16.0,0.0,33.0,277.41,25.0,0.0,0.0,0.0,0.0,311.9,10.0,133.797,0.0
13055,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,46.0,277.41,25.0,0.0,0.0,0.0,0.0,1713.67,1.0,735.114,0.0
13056,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,46.0,277.41,20.0,2.0,0.0,0.0,8.0,2462.44,2.0,1056.314,10.0
13057,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,46.0,277.41,40.0,2.0,0.0,0.0,10.0,2501.99,2.0,1073.281,12.0
13058,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,46.0,277.41,15.0,1.0,0.0,0.0,2.0,4221.04,1.0,1810.702,3.0
13064,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,52.0,277.41,60.0,7.0,0.0,25.0,0.0,1473.11,0.25,631.921,32.0
13065,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,52.0,277.41,65.0,4.0,0.0,16.0,0.0,2838.09,2.0,1217.457,20.0
13068,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,11.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,52.0,277.41,55.0,8.0,0.0,12.0,0.0,4818.01,0.5,2066.783,20.0
13070,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,100.0,1.0,0.0,58.0,277.41,10.0,0.0,0.0,0.0,12.0,260.31,0.12,111.665,12.0
13072,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,100.0,1.0,0.0,58.0,277.41,13.0,0.0,0.0,0.0,4.0,1241.87,0.25,532.725,4.0
13073,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,64.0,277.41,18.0,3.0,0.0,4.0,0.0,484.44,0.13,207.811,7.0
13074,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,100.0,2.0,0.0,64.0,277.41,15.0,0.0,0.0,5.0,0.0,1053.97,0.13,452.123,5.0
13075,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,100.0,1.0,0.0,64.0,277.41,35.0,0.0,0.0,5.0,0.0,1048.31,0.13,449.694,5.0
13077,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,6.0,1.0,1.0,8.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,6.0,100.0,2.0,0.0,64.0,277.41,35.0,4.0,0.0,6.0,0.0,1448.4,1.0,621.321,10.0
13081,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,10.0,1.0,1.0,8.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,64.0,277.41,10.0,2.0,0.0,3.0,0.0,923.7,0.13,396.241,5.0
13082,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,7.0,1.0,2.0,100.0,1.0,0.0,70.0,277.41,20.0,5.0,0.0,0.0,10.0,589.48,0.25,252.87,15.0
13084,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,76.0,277.41,17.0,2.0,0.0,4.0,0.0,725.88,0.25,311.382,6.0
13085,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,76.0,277.41,17.0,2.0,0.0,4.0,0.0,464.92,0.25,199.436,6.0
13088,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,76.0,277.41,40.0,3.0,0.0,8.0,0.0,877.41,0.25,376.382,11.0
13089,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,76.0,277.41,40.0,3.0,0.0,8.0,0.0,3024.63,2.0,1297.476,11.0
13090,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,76.0,277.41,40.0,3.0,0.0,8.0,0.0,462.86,0.13,198.554,11.0
13091,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,10.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,76.0,277.41,35.0,3.0,0.0,8.0,0.0,1366.57,1.0,586.219,11.0
13092,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,7.0,1.0,2.0,100.0,1.0,0.0,82.0,277.41,15.0,5.0,0.0,0.0,10.0,1238.45,0.12,531.258,15.0
13093,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,82.0,277.41,25.0,0.0,0.0,0.0,0.0,375.93,0.12,161.263,0.0
13094,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,82.0,277.41,30.0,3.0,0.0,0.0,5.0,298.51,0.13,128.052,8.0
13096,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,82.0,277.41,25.0,5.0,0.0,0.0,10.0,1597.77,0.25,685.397,15.0
13097,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,88.0,277.41,3.0,2.0,0.0,4.0,0.0,138.37,0.06,59.357,6.0
13098,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,88.0,277.41,30.0,4.0,0.0,12.0,0.0,2043.35,0.5,876.537,16.0
13099,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,7.0,1.0,2.0,100.0,1.0,0.0,96.0,277.41,3.0,1.0,0.0,0.0,1.0,243.97,0.06,104.657,2.0
13100,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,96.0,277.41,20.0,2.0,0.0,0.0,6.0,681.32,0.06,292.265,8.0
13101,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,96.0,277.41,30.0,5.0,0.0,0.0,10.0,134.49,0.06,57.692,15.0
13102,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,100.0,1.0,0.0,96.0,277.41,30.0,2.0,0.0,0.0,4.0,250.81,0.06,107.589,6.0
13103,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,96.0,277.41,3.0,5.0,0.0,0.0,10.0,866.27,0.13,371.604,15.0
13105,50.0,3.0,1.0,3.0,6.0,5.0,1.0,1.0,7.0,1.0,1.0,8.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,96.0,277.41,10.0,2.0,0.0,0.0,3.0,1472.88,0.25,631.823,5.0
